bhenta
S1,ALL,Shapes,Hollow,Demo1,1.png,N,F,ALL,None,"hollow, dish, banana,"
BS9,Floor,Backward Salto,Backward Flip Over Mailbox,Demo1,4.png,N,F,AB,Mailbox,"back salto, mailbox, "
S30,ALL,Shapes,Open Shoulder Drill,Demo1,2.png,N,F,ALL,Stick/Band,"shoulder flexibility, "
H5,Floor,Handstand,Half Handstand,Demo1,3.png,N,F,B AB I,Pacman/tall block/resi,"L handstand, pike handstand, handstand, "
